#{"t_start": 1778231542.2437344, "env_id": "RobotReachPyBullet-Default-v0"}
r,l,t
4.922071,49,1490.15784
-0.044337,52,1490.76282
-18.291994,67,1491.521296
-22.866015,242,1495.553022
1.168849,49,1496.1459
3.948026,34,1496.517085
-17.4851,109,1497.708975
-7.450508,67,1498.440042
2.346982,38,1498.85724
0.922702,62,1499.532399
-0.096425,78,1500.378915
-18.175085,44,1500.859513
3.661309,43,1501.325677
-3.618963,119,1502.630557
0.420808,59,1503.276787
3.843966,36,1503.668774
-31.861205,402,1508.110366
2.470737,41,1508.557213
-0.224361,44,1509.040509
-18.986203,68,1509.779589
-1.093597,77,1510.619872
-4.267842,128,1512.016356
-4.60541,62,1512.696848
-5.319631,182,1514.686665
4.899538,41,1515.136015
-5.213579,53,1515.710874
3.324607,39,1516.135861
-1.264744,64,1516.833723
4.596992,33,1517.194787
4.453033,36,1517.586207
2.413774,38,1518.002156
-18.640227,61,1518.664479
-3.867532,54,1519.298304
1.462903,43,1519.771428
-11.946461,229,1522.275273
-16.769981,77,1523.117491
-15.098254,80,1523.992541
3.560412,56,1524.605945
-6.900671,146,1526.19338
2.593289,53,1526.772046
2.569095,36,1527.16512
0.340285,40,1527.601725
-16.076956,170,1529.450534
4.588838,35,1529.838577
0.605307,52,1530.407094
-4.605471,55,1531.068612
-0.063728,79,1531.931342
-11.26231,79,1532.792669
1.516637,42,1533.249235
-6.145456,67,1533.975297
2.781624,77,1534.814651
-1.714485,47,1535.324306
3.458771,38,1535.739259
0.536544,71,1536.522779
6.539398,27,1536.816454
-7.917871,118,1538.102229
0.410272,43,1538.573887
3.349806,66,1539.293867
-58.086839,495,1544.735491
-19.600876,70,1545.494355
-1.437377,47,1546.005998
-6.308296,124,1547.353996
-5.647087,57,1547.978759
-9.040467,121,1551.357685
-2.882746,66,1552.071998
-13.526287,65,1552.785388
6.433535,26,1553.067935
2.327649,39,1553.491609
0.572205,115,1554.830199
-69.087423,500,1560.545145
0.888925,42,1561.025966
-4.610299,122,1562.420442
1.069311,42,1562.90817
-6.036193,134,1564.452021
-6.032933,92,1565.541307
1.500674,39,1566.00088
-45.903188,259,1568.96453
-10.523759,102,1570.136295
-2.01826,82,1571.072944
4.343995,53,1571.679398
-1.273721,44,1572.174408
0.125318,88,1573.184186
-0.162126,47,1573.72361
-6.186378,89,1574.743795
3.15018,36,1575.158749
4.099921,33,1575.535738
-0.849744,76,1576.402516
-3.191398,89,1577.464491
-7.629193,97,1578.57586
-0.739751,58,1579.241261
-2.941387,99,1580.369765
3.783324,34,1580.755961
0.563198,80,1581.67887
-0.927831,46,1582.212482
-0.13219,41,1582.680893
-1.095939,82,1583.612973
-1.503361,47,1584.155671
4.425083,58,1584.816584
-2.510889,55,1585.445772
-0.442624,51,1586.031251
-1.081055,61,1586.729216
1.384802,60,1587.415992
-3.80451,82,1588.352074
3.655119,56,1589.050126
4.30196,60,1589.735346
5.513377,36,1590.145282
4.845458,30,1590.491819
-3.525624,97,1591.597098
-4.747082,113,1592.900117
5.336124,31,1593.254862
2.166071,38,1593.694246
-4.863081,85,1594.662255
4.50324,46,1595.184423
-1.617148,78,1596.081846
6.627713,24,1596.363127
6.706253,24,1596.634712
-1.502933,75,1597.488491
-3.383438,57,1598.143027
-0.405209,122,1599.531003
0.975592,50,1600.097846
2.991637,36,1600.555862
4.69356,31,1600.909942
-18.634516,70,1601.709316
-0.55259,88,1602.729071
0.26332,44,1603.237162
3.288984,37,1603.664994
-3.033554,70,1604.46527
4.947839,35,1604.867713
-2.949679,65,1605.610683
-2.645136,81,1606.541268
-2.972596,75,1607.40256
1.869077,47,1607.943705
-7.983692,69,1610.271974
2.611049,50,1610.835502
-0.522703,86,1611.779883
6.762334,38,1612.238288
6.113994,33,1612.598178
-18.276017,98,1613.666452
5.142659,29,1613.981637
2.910692,38,1614.396134
-1.534686,48,1614.918118
1.689265,41,1615.366371
-44.277383,419,1619.924296
4.81802,30,1620.265408
-54.219285,474,1625.60094
-4.74798,61,1626.295915
0.692774,71,1627.113793
-8.09379,103,1628.294588
7.212102,30,1628.637762
2.182814,41,1629.11079
4.920498,49,1629.667628
0.176145,40,1630.122994
5.823932,45,1630.636663
1.258113,79,1631.554806
-1.611513,43,1632.043955
-3.284074,51,1632.625019
-63.080306,500,1638.384249
4.505925,33,1638.760272
-9.717865,205,1641.103292
-17.709379,230,1643.734121
-5.200752,101,1644.88271
2.723833,37,1645.304615
-18.497237,72,1646.125896
4.629858,31,1646.529815
4.262657,50,1647.113139
-4.355194,109,1648.356428
