rollout/n_episodes,reward/success_reward,rollout/workspace_violation_rate,train/actor_loss,reward/detour_penalty,rollout/all_expected_path_length_mean,reward/workspace_penalty,rollout/collision_rate,rollout/all_actual_path_length_mean,reward/action_norm_penalty,time/time_elapsed,train/critic_loss,reward/smoothness_penalty,time/total_timesteps,train/learning_rate,reward/distance_penalty,rollout/success_rate,reward/path_efficiency_bonus,reward/path_length_penalty,reward/backtrack_penalty,train/n_updates,reward/progress_reward,reward/direction_penalty,time/fps,time/episodes,rollout/ep_len_mean,rollout/reward_steps,rollout/max_steps_rate,rollout/action_norm_mean,reward/step_penalty,reward/collision_penalty,rollout/ep_rew_mean,rollout/distance_improvement_mean,rollout/success_expected_path_length_mean,rollout/success_actual_path_length_mean,rollout/success_path_efficiency_percent_mean
23040,3.2588087593061252,0.00021701388888888888,-49.303768157958984,0.0,0.32744862209983694,-0.0007084982953531014,0.0,0.36499367835073965,0.0,16227,0.31708261370658875,0.0,8468796,0.0003,-1.8353631471242813,1.0,0.0,0.0,0.0,704899,0.0,0.0,521,277250,29.86,9174334,0.0016059027777777777,1.1916168357101684,0.0,0.0,48.60013510000001,0.308378964659188,0.32740167759885164,0.36312721530873593,91.32438281032483
,,,-54.879886627197266,,,,,,,16230,0.37902969121932983,,8470296,0.0003,,1.0,,,,705024,,,521,277300,29.25,,,,,,50.23885011,,,,
23045,3.2588107458728293,0.00021696680407897592,-48.66201400756836,0.0,0.3274482440802756,-0.0007083447258776746,0.0,0.3649929916950031,0.0,16234,0.29578351974487305,0.0,8471940,0.0003,-1.835384829640728,1.0,0.0,0.0,0.0,705161,0.0,0.0,521,277350,30.23,9176323,0.0016055543501844217,1.191614848191775,0.0,0.0,47.71153021,0.30837839655363064,0.32740130909307913,0.36312693309918764,91.32437279801373
23050,3.258725035160748,0.00021691973969631235,-48.538516998291016,0.0,0.3274594096442252,-0.0007081721651514143,0.0,0.3650049546420711,0.0,16236,0.3042924404144287,0.0,8473200,0.0003,-1.8354234839720351,1.0,0.0,0.0,0.0,705266,0.0,0.0,521,277400,30.04,9178559,0.0016052060737527115,1.1916220904411727,0.0,0.0,48.69982523000001,0.3083900016372725,0.32741250523894033,0.3631393234079019,91.32431304569329
23055,3.2587824136485675,0.00021687269572760788,-48.077064514160156,0.0,0.32745943060381094,-0.0007080307681850622,0.0,0.3650057377968661,0.0,16239,0.3262975811958313,0.0,8474676,0.0003,-1.8354472206738477,1.0,0.0,0.0,0.0,705389,0.0,0.0,521,277450,28.15,9180392,0.0016048579483842985,1.1916451571336282,0.0,0.0,54.042536979999994,0.3083896271106231,0.32741253642762824,0.36314051333489833,91.32397535986506
23060,3.25875672300851,0.0002168256721595837,-50.62773132324219,0.0,0.3274625810000929,-0.0007078713882632092,0.0,0.3650079824659571,0.0,16242,0.28188878297805786,0.0,8476152,0.0003,-1.8354521997202897,1.0,0.0,0.0,0.0,705512,0.0,0.0,521,277500,27.99,9182459,0.0016045099739809194,1.1916426194151588,0.0,0.0,54.11801342000002,0.3083930805706773,0.32741570275872317,0.36314316726623674,91.32398536951625
,,,-54.38123321533203,,,,,,,16245,0.32481908798217773,,8477532,0.0003,,1.0,,,,705627,,,521,277550,29.08,,,,,,51.31879591,,,,
23065,3.258850972998375,0.00021677866897897247,-53.97974395751953,0.0,0.327449880842117,-0.0007077381255697292,0.0,0.3649938192300251,0.0,16248,0.3662627935409546,0.0,8478948,0.0003,-1.8353690735440176,1.0,0.0,0.0,0.0,705745,0.0,0.0,521,277600,28.9,9184188,0.0016041621504443962,1.1916303727438489,0.0,0.0,51.72776480999999,0.30838057619582043,0.3274029896130642,0.36312938318246085,91.32367480241548
23070,3.258608539626027,0.00021673168617251842,-55.11160659790039,0.0,0.32748134393954675,-0.0007075318177058422,0.0,0.36502784927779547,0.0,16250,0.363838791847229,0.0,8480244,0.0003,-1.8354814393000483,1.0,0.0,0.0,0.0,705853,0.0,0.0,521,277650,27.0,9186866,0.0016038144776766364,1.191652346385532,0.0,0.0,56.601985060000004,0.3084123585248636,0.3274345202763371,0.3631638801158593,91.32359668313327
,,,-48.88856506347656,,,,,,,16253,0.3776969313621521,,8481720,0.0003,,1.0,,,,705976,,,521,277700,27.07,,,,,,56.41984825,,,,
23075,3.2586013465622203,0.00021668472372697725,-53.65192413330078,0.0,0.3274849584021021,-0.0007073766653415144,0.0,0.36503062580125334,0.0,16256,0.3384478688240051,0.0,8483244,0.0003,-1.8354605216189221,1.0,0.0,0.0,0.0,706103,0.0,0.0,521,277750,28.7,9188881,0.0016034669555796317,1.1916583090634882,0.0,0.0,51.11507533999998,0.3084159233875258,0.3274381514942324,0.3631670663323574,91.3237997938663
23080,3.2587186070031757,0.0002166377816291161,-53.1727294921875,0.0,0.3274768779571192,-0.0007072485908071829,0.0,0.3650208590888891,0.0,16259,0.2910526692867279,0.0,8484768,0.0003,-1.8353935229363127,1.0,0.0,0.0,0.0,706230,0.0,0.0,521,277800,30.68,9190545,0.0016031195840554592,1.191668835016225,0.0,0.0,44.74590417000001,0.3084077035749999,0.3274300664766238,0.3631576862679411,91.323736971966
23085,3.258467164328955,0.00021659085986571366,-52.16654586791992,0.0,0.3275003704634342,-0.0007070405685737437,0.0,0.3650509537084027,0.0,16262,0.27014678716659546,0.0,8486292,0.0003,-1.835464918066429,1.0,0.0,0.0,0.0,706357,0.0,0.0,521,277850,31.49,9193249,0.0016027723630062812,1.1916746564305625,0.0,0.0,43.253685309999995,0.3084316118374356,0.32745361195966355,0.36318824002203454,91.32271480905305
23090,3.258625857495914,0.00021654395842355997,-50.72264862060547,0.0,0.32748512807074287,-0.0007069216108764132,0.0,0.36503420083828575,0.0,16265,0.38000959157943726,0.0,8487768,0.0003,-1.8353760748199717,1.0,0.0,0.0,0.0,706480,0.0,0.0,521,277900,30.11,9194796,0.0016024252923343438,1.191677531930921,0.0,0.0,49.15946801999999,0.3084162447156983,0.32743835193472753,0.3631718607178621,91.32242164234829
,,,-49.48921203613281,,,,,,,16268,0.35574430227279663,,8489364,0.0003,,1.0,,,,706613,,,521,277950,30.63,,,,,,47.942741819999995,,,,
23095,3.258512728454917,0.00021649707728945658,-52.10365676879883,0.0,0.32749683485100456,-0.0007067437488515415,0.0,0.36504864784454655,0.0,16272,0.4042971432209015,0.0,8490816,0.0003,-1.8354613151911563,1.0,0.0,0.0,0.0,706734,0.0,0.0,521,278000,30.07,9197110,0.0016020783719419788,1.1916828521064189,0.0,0.0,47.85616617000001,0.3084279452820776,0.3274500901887866,0.36318673797072265,91.3219526540975
23100,3.258735823057626,0.00021645021645021645,-49.94048309326172,0.0,0.3274802888275499,-0.0007066388722043599,0.0,0.36502673741852804,0.0,16275,0.2970952093601227,0.0,8492280,0.0003,-1.8354174551486944,1.0,0.0,0.0,0.0,706856,0.0,0.0,521,278050,29.65,9198475,0.0016017316017316017,1.19169244055133,0.0,0.0,48.18995409,0.30841121170103464,0.32743352416317767,0.3631651913798796,91.32287917446347
23105,3.2586963801525144,0.00021640337589266391,-54.16643524169922,0.0,0.32748674173440134,-0.0007064771235642619,0.0,0.3650341588071011,0.0,16278,0.3706636428833008,0.0,8493732,0.0003,-1.8354688110670834,1.0,0.0,0.0,0.0,706977,0.0,0.0,521,278100,29.74,9200581,0.0016013849816057131,1.191701774972454,0.0,0.0,49.97032795,0.30841769331989116,0.3274399989598704,0.3631730298620014,91.32235634709137
23110,3.2587536270374273,0.00021635655560363478,-56.56365966796875,0.0,0.3274826935402185,-0.0007063364026004481,0.0,0.36503043174876076,0.0,16281,0.35582655668258667,0.0,8495232,0.0003,-1.8354375663081408,1.0,0.0,0.0,0.0,707102,0.0,0.0,521,278150,29.43,9202414,0.0016010385114668974,1.1917100728719832,0.0,0.0,52.930268749999996,0.30841331356621265,0.32743595352664284,0.3631696994183773,91.32220488541209
,,,-49.50304412841797,,,,,,,16284,0.2707347869873047,,8496588,0.0003,,1.0,,,,707215,,,521,278200,28.15,,,,,,54.603396589999996,,,,
23115,3.2584150655623105,0.00021630975556997622,-51.42338562011719,0.0,0.32751320308485726,-0.0007061099695666603,0.0,0.36506489084288796,0.0,16287,0.3255789279937744,0.0,8498088,0.0003,-1.8356778508306852,1.0,0.0,0.0,0.0,707340,0.0,0.0,521,278250,27.68,9205365,0.0016006921912178238,1.191698279748546,0.0,0.0,55.5586085,0.3084437913341243,0.3274665287368189,0.36320462446593954,91.32208810255656
,,,-50.57372283935547,,,,,,,16291,0.3760029673576355,,8499540,0.0003,,1.0,,,,707461,,,521,278300,29.77,,,,,,50.925151559999996,,,,
23125,3.2583685995070732,0.00021621621621621621,-46.66478729248047,0.0,0.3275277877579267,-0.0007057940041387761,0.0,0.3650804560431701,0.0,16294,0.48876240849494934,0.0,8501088,0.0003,-1.8357281190718042,1.0,0.0,0.0,0.0,707590,0.0,0.0,521,278350,30.14,9209486,0.0016,1.1917311571424214,0.0,0.0,47.93130758,0.308458176758353,0.3274811601672314,0.36322102389063704,91.32145610890237
23130,3.258485639686684,0.00021616947686986597,-53.44965744018555,0.0,0.32752257611910973,-0.0007056665020111495,0.0,0.36507190385610555,0.0,16297,0.3493438959121704,0.0,8502696,0.0003,-1.835702366450658,1.0,0.0,0.0,0.0,707724,0.0,0.0,521,278400,31.8,9211150,0.0015996541288370082,1.191745577343825,0.0,0.0,43.14477862,0.30845306257573896,0.3274759491455802,0.36321285882973786,91.32186852302719
,,,-50.80243682861328,,,,,,,16300,0.3303336501121521,,8504244,0.0003,,1.0,,,,707853,,,521,278450,31.44,,,,,,44.99683029,,,,
23135,3.2584601013956362,0.0002161227577263886,-44.81980514526367,0.0,0.3275220880086041,-0.0007055081846004496,0.0,0.3650718705966708,0.0,16303,0.364460289478302,0.0,8505552,0.0003,-1.8357838214279982,1.0,0.0,0.0,0.0,707962,0.0,0.0,521,278500,28.82,9213217,0.0015993084071752755,1.1917356599628544,0.0,0.0,50.440621109999995,0.3084523428586649,0.32747547024280965,0.36321322802248496,91.32191216897237
23140,3.2585678835391394,0.000216076058772688,-45.24395751953125,0.0,0.3275108064120344,-0.0007053787954669537,0.0,0.36506175729308704,0.0,16306,0.37227970361709595,0.0,8507016,0.0003,-1.8357361421954477,1.0,0.0,0.0,0.0,708084,0.0,0.0,521,278550,27.32,9214907,0.0015989628349178911,1.1917415965949698,0.0,0.0,55.55778722,0.3084413148233577,0.32746417822376933,0.36320349866790635,91.32097644194732
23145,3.2586388557033583,0.00021602937999567941,-53.90276336669922,0.0,0.3275036176033262,-0.0007052414958454223,0.0,0.3650547358510948,0.0,16310,0.2790939211845398,0.0,8508624,0.0003,-1.8356858206921587,1.0,0.0,0.0,0.0,708218,0.0,0.0,521,278600,29.93,9216701,0.0015986174119680277,1.1917441628472343,0.0,0.0,49.24583508,0.30843391287454336,0.32745698643756793,0.36319686662956574,91.32070925864302
23150,3.2584984227841067,0.00021598272138228941,-46.24546813964844,0.0,0.32752197660204047,-0.0007050585128059777,0.0,0.3650733834223415,0.0,16313,0.38828718662261963,0.0,8509992,0.0003,-1.8357750860314275,1.0,0.0,0.0,0.0,708332,0.0,0.0,521,278650,29.81,9219093,0.0015982721382289417,1.1917532095570802,0.0,0.0,50.25571674999998,0.30845226325928593,0.3274753888945553,0.363215950090725,91.32102444973204
,,,-54.48251724243164,,,,,,,16316,0.2840832471847534,,8511252,0.0003,,1.0,,,,708437,,,521,278700,26.89,,,,,,57.96344761,,,,
23155,3.258569376243305,0.00021593608291945585,-49.912811279296875,0.0,0.3275207107257612,-0.0007049213378279118,0.0,0.36506981728362614,0.0,16319,0.33297663927078247,0.0,8512704,0.0003,-1.8357642644563135,1.0,0.0,0.0,0.0,708558,0.0,0.0,521,278750,27.68,9220887,0.0015979270136039733,1.1917670504872797,0.0,0.0,55.03717979,0.3084507195660312,0.327474130796225,0.3632127792874846,91.32168941637218
23160,3.2585254742325875,0.0002158894645941278,-50.29757308959961,0.0,0.3275263250386021,-0.0007047593810521212,0.0,0.36507636580586716,0.0,16321,0.2911204397678375,0.0,8514072,0.0003,-1.8358083714559392,1.0,0.0,0.0,0.0,708672,0.0,0.0,521,278800,27.22,9223006,0.0015975820379965457,1.1917719038267784,0.0,0.0,57.892070509999996,0.30845619874935326,0.32747976538334506,0.36321974135016655,91.32156451441776
23165,3.2587984598819544,0.0002158428663932657,-53.340511322021484,0.0,0.3275007473192297,-0.0007046660164948221,0.0,0.36504834277135456,0.0,16324,0.3134128451347351,0.0,8515452,0.0003,-1.8357349904113,1.0,0.0,0.0,0.0,708787,0.0,0.0,521,278850,27.37,9224228,0.0015972372113101662,1.1917797908238117,0.0,0.0,57.16333537999998,0.30843084110681934,0.3274541512731092,0.36319206888239824,91.32078968751793
23170,3.258906051408651,0.00021579628830384117,-47.34761047363281,0.0,0.3274922592852813,-0.0007045369360534096,0.0,0.3650374083184405,0.0,16327,0.3613424301147461,0.0,8516976,0.0003,-1.8356960072906554,1.0,0.0,0.0,0.0,708914,0.0,0.0,521,278900,30.17,9225918,0.0015968925334484247,1.191782972053751,0.0,0.0,49.41320438,0.30842274042207474,0.3274456578985695,0.36318151587718495,91.32107606706782
,,,-53.174415588378906,,,,,,,16331,0.28436583280563354,,8518392,0.0003,,1.0,,,,709032,,,521,278950,28.86,,,,,,52.12668012,,,,
23180,3.258974221736448,0.00021570319240724764,-52.349143981933594,0.0,0.32749455998606686,-0.0007042471738560913,0.0,0.3650378329277133,0.0,16334,0.33328011631965637,0.0,8519760,0.0003,-1.835760027845373,1.0,0.0,0.0,0.0,709146,0.0,0.0,521,279000,27.47,9229714,0.0015962036238136325,1.191808354571449,0.0,0.0,54.71872053000001,0.3084247316512058,0.3274479829162061,0.3631827433543807,91.3211098354393
,,,-53.56645965576172,,,,,,,16337,0.34978657960891724,,8521272,0.0003,,1.0,,,,709272,,,521,279050,28.69,,,,,,51.409655269999995,,,,
23185,3.2587100053647693,0.00021565667457407807,-47.5986328125,0.0,0.32751974348358026,-0.0007040379391964675,0.0,0.3650701578608032,0.0,16340,0.3630324602127075,0.0,8522928,0.0003,-1.8359020366010697,1.0,0.0,0.0,0.0,709410,0.0,0.0,521,279100,31.03,9232457,0.0015958593918481776,1.1918167927689556,0.0,0.0,44.67819903999999,0.308449605391355,0.32747322217970687,0.36321552773935917,91.31994860730946
,,,-47.51047897338867,,,,,,,16343,0.3381359875202179,,8524368,0.0003,,1.0,,,,709530,,,521,279150,31.27,,,,,,44.68723198,,,,
23190,3.2585330970282143,0.00021561017680034498,-52.05299758911133,0.0,0.32753433496416184,-0.0007038476535830773,0.0,0.36508823309354993,0.0,16346,0.2883633077144623,0.0,8525712,0.0003,-1.8360406351985075,1.0,0.0,0.0,0.0,709642,0.0,0.0,521,279200,28.07,9234953,0.0015955153083225529,1.191810630897327,0.0,0.0,56.04668315999999,0.3084645837901631,0.32748785018390625,0.3632340363706882,91.3198060750372
23195,3.258617680671512,0.0002155636990730761,-51.73374557495117,0.0,0.3275279314281898,-0.0007037139205872915,0.0,0.3650813059437796,0.0,16350,0.36600297689437866,0.0,8527116,0.0003,-1.8359769399275154,1.0,0.0,0.0,0.0,709759,0.0,0.0,521,279250,28.09,9236708,0.0015951713731407631,1.1918184873861402,0.0,0.0,56.60902105,0.3084582804763065,0.32748144507040167,0.3632274970774947,91.31938623510909
23200,3.2586517922725573,0.00021551724137931034,-50.400352478027344,0.0,0.32752765539443474,-0.0007035693480163565,0.0,0.36507936132862473,0.0,16352,0.34333518147468567,0.0,8528388,0.0003,-1.8359401622055371,1.0,0.0,0.0,0.0,709865,0.0,0.0,521,279300,27.01,9238606,0.0015948275862068967,1.1918241492183514,0.0,0.0,57.33748621999999,0.30845801674853335,0.3274811785728057,0.3632259491878988,91.31961412724769
,,,-53.0518798828125,,,,,,,16355,0.3658236861228943,,8529804,0.0003,,1.0,,,,709983,,,521,279350,26.98,,,,,,57.56981209,,,,
23205,3.258580450205464,0.00021547080370609782,-46.30824279785156,0.0,0.32753954880237357,-0.000703402074473398,0.0,0.3650923306711541,0.0,16358,0.30393362045288086,0.0,8531352,0.0003,-1.8359763940472151,1.0,0.0,0.0,0.0,710112,0.0,0.0,521,279400,29.5,9240803,0.0015944839474251239,1.1918399290059865,0.0,0.0,50.66519711,0.30846999587826,0.32749310357886396,0.36323934212724596,91.3194633868124
23210,3.2585778884224,0.00021542438604049978,-50.137672424316406,0.0,0.3275394679905862,-0.0007032497169419889,0.0,0.3650958337214306,0.0,16361,0.35565274953842163,0.0,8532804,0.0003,-1.8359381792010774,1.0,0.0,0.0,0.0,710233,0.0,0.0,521,279450,29.77,9242805,0.0015941404566996984,1.1918499621294443,0.0,0.0,49.08571274999999,0.3084696897798307,0.3274930326441494,0.36324325143057973,91.31818710119944
23215,3.2584882684298004,0.00021537798836958864,-49.019168853759766,0.0,0.32755190746450724,-0.0007030786407521254,0.0,0.36510845963525074,0.0,16363,0.3759062886238098,0.0,8534220,0.0003,-1.8359533814586593,1.0,0.0,0.0,0.0,710351,0.0,0.0,521,279500,28.66,9245054,0.0015937971139349557,1.1918579335467767,0.0,0.0,52.48259103,0.30848241013252437,0.3275055046833247,0.36325629995691594,91.31803586343487
,,,-51.462093353271484,,,,,,,16367,0.3877134323120117,,8535816,0.0003,,1.0,,,,710484,,,521,279550,29.18,,,,,,51.446119509999996,,,,
23220,3.2582521160082827,0.0002153316106804479,-49.068180084228516,0.0,0.32758189977859015,-0.0007028760281319102,0.0,0.36513852655382073,0.0,16370,0.31151995062828064,0.0,8537304,0.0003,-1.8360907964323308,1.0,0.0,0.0,0.0,710608,0.0,0.0,521,279600,30.67,9247719,0.0015934539190353143,1.1918692340245085,0.0,0.0,47.159722599999995,0.3085122942397284,0.32753556135546685,0.36328682090987074,91.31831979360558
23225,3.2585244083619953,0.00021528525296017224,-50.071346282958984,0.0,0.32756204709382597,-0.000702783161877668,0.0,0.3651150876585342,0.0,16373,0.2925953269004822,0.0,8538756,0.0003,-1.8360855751191194,1.0,0.0,0.0,0.0,710729,0.0,0.0,521,279650,30.03,9248941,0.0015931108719052746,1.191891859037163,0.0,0.0,47.64234528000001,0.3084919415690434,0.32751568269819503,0.3632637389181177,91.3192862585479
23230,3.258247139478776,0.00021523891519586742,-49.20376968383789,0.0,0.3276015676556815,-0.0007025718344572141,0.0,0.36515670489987134,0.0,16376,0.3465348482131958,0.0,8540424,0.0003,-1.8362749430859338,1.0,0.0,0.0,0.0,710868,0.0,0.0,521,279700,30.69,9251723,0.0015927679724494189,1.1919258207157795,0.0,0.0,45.265325970000006,0.30853126361394756,0.3275552848404187,0.3633058307440607,91.31938705277348
23235,3.2582675395465146,0.00021519259737465033,-51.13618469238281,0.0,0.3276000958655534,-0.0007024247703071001,0.0,0.365154909007931,0.0,16379,0.31264665722846985,0.0,8542152,0.0003,-1.8362857962697006,1.0,0.0,0.0,0.0,711012,0.0,0.0,521,279750,32.9,9253660,0.0015924252205724123,1.1919269567515232,0.0,0.0,40.04978294000001,0.30852981929399664,0.32755382036279396,0.3633044306156403,91.31942176211689
,,,-45.83638381958008,,,,,,,16382,0.35049188137054443,,8543508,0.0003,,1.0,,,,711125,,,521,279800,30.39,,,,,,48.003266550000006,,,,
23240,3.2582696253930976,0.0002151462994836489,-56.6302490234375,0.0,0.32760009352496877,-0.0007022738221814591,0.0,0.3651570983425972,0.0,16386,0.4001787304878235,0.0,8544948,0.0003,-1.8362631559039717,1.0,0.0,0.0,0.0,711245,0.0,0.0,521,279850,28.8,9255649,0.0015920826161790018,1.1919344017617648,0.0,0.0,50.270860240000005,0.308529752413459,0.3275538279920003,0.36330702275848026,91.31874552712033
23245,3.258065829695396,0.00021510002151000216,-56.29417419433594,0.0,0.3276211647248702,-0.0007020785738256683,0.0,0.3651823958833292,0.0,16389,0.29647666215896606,0.0,8546352,0.0003,-1.8364268662347878,1.0,0.0,0.0,0.0,711362,0.0,0.0,521,279900,29.19,9258223,0.0015917401591740159,1.1919419556708775,0.0,0.0,49.18886921,0.3085506768691252,0.32757494730283826,0.3633327647621969,91.31823140856903
,,,-55.4462890625,,,,,,,16392,0.2745552659034729,,8547888,0.0003,,1.0,,,,711490,,,521,279950,29.53,,,,,,49.58706516,,,,
23250,3.2579673360979076,0.00021505376344086021,-50.479217529296875,0.0,0.32763249280491985,-0.0007019060961948267,0.0,0.3651945677607274,0.0,16395,0.31476467847824097,0.0,8549448,0.0003,-1.8365353835429716,1.0,0.0,0.0,0.0,711620,0.0,0.0,521,280000,30.38,9260498,0.0015913978494623655,1.191945185805939,0.0,0.0,46.91518853,0.30856271944891145,0.3275863058407676,0.36334535715728106,91.31844005120881
23255,3.2581112414873368,0.00021500752526338422,-52.26120376586914,0.0,0.3276198363871943,-0.0007017859047704599,0.0,0.3651798519314639,0.0,16398,0.3864530920982361,0.0,8550720,0.0003,-1.8365110700426983,1.0,0.0,0.0,0.0,711726,0.0,0.0,521,280050,28.69,9262084,0.0015910556869490433,1.1919493380095005,0.0,0.0,52.54799832,0.30854968973315444,0.32757363647190585,0.36333101301578685,91.31866721615992
23260,3.258300822363805,0.00021496130696474635,-51.69839096069336,0.0,0.3276036091647347,-0.0007016756013359904,0.0,0.3651620868048258,0.0,16400,0.3404407501220703,0.0,8552052,0.0003,-1.836425159615352,1.0,0.0,0.0,0.0,711837,0.0,0.0,521,280100,27.32,9263540,0.001590713671539123,1.1919602419335942,0.0,0.0,57.071297130000005,0.30853336068699805,0.3275573898445119,0.3633136139008319,91.31865570443321
23265,3.258421763782312,0.0002149151085321298,-51.49139404296875,0.0,0.32759309370749623,-0.0007015505670633234,0.0,0.365150571928702,0.0,16403,0.33630770444869995,0.0,8553552,0.0003,-1.836402684094837,1.0,0.0,0.0,0.0,711962,0.0,0.0,521,280150,27.86,9265191,0.0015903718031377607,1.1919664334496345,0.0,0.0,54.57276873,0.3085230713495535,0.3275468653207186,0.3633024761826861,91.31878807229528
23270,3.2583004038508205,0.00021486892995272884,-49.219024658203125,0.0,0.32760871634752575,-0.0007013734294495481,0.0,0.36516936938295824,0.0,16407,0.35679516196250916,0.0,8554884,0.0003,-1.8364919644056714,1.0,0.0,0.0,0.0,712073,0.0,0.0,521,280200,27.47,9267531,0.0015900300816501934,1.1919829339717063,0.0,0.0,56.18800684,0.3085382815600026,0.3275625261600255,0.3633217054421692,91.31869085030068
23275,3.2583664550801794,0.00021482277121374866,-55.91947937011719,0.0,0.3276073378048013,-0.0007012367010459647,0.0,0.3651672836636346,0.0,16410,0.2547518014907837,0.0,8556480,0.0003,-1.8364683322615807,1.0,0.0,0.0,0.0,712206,0.0,0.0,521,280250,28.49,9269338,0.0015896885069817401,1.1919998261292073,0.0,0.0,54.320494669999995,0.30853648919843374,0.3275611550658502,0.3633200135901675,91.318742173784
