rollout/n_episodes,reward/success_reward,rollout/workspace_violation_rate,train/actor_loss,reward/detour_penalty,rollout/all_expected_path_length_mean,reward/workspace_penalty,rollout/collision_rate,rollout/all_actual_path_length_mean,reward/action_norm_penalty,time/time_elapsed,train/critic_loss,reward/smoothness_penalty,time/total_timesteps,train/learning_rate,reward/distance_penalty,rollout/success_rate,reward/path_efficiency_bonus,reward/path_length_penalty,reward/backtrack_penalty,train/n_updates,reward/progress_reward,reward/direction_penalty,time/fps,time/episodes,rollout/ep_len_mean,rollout/reward_steps,rollout/max_steps_rate,rollout/action_norm_mean,reward/step_penalty,reward/collision_penalty,rollout/ep_rew_mean,rollout/distance_improvement_mean,rollout/success_expected_path_length_mean,rollout/success_actual_path_length_mean,rollout/success_path_efficiency_percent_mean
11680,3.1620789623120835,0.0004280821917808219,-46.54731750488281,0.0,0.32587409764528275,-0.0013585147629799294,0.0,0.3627043039757927,0.0,8048,0.38124626874923706,0.0,4417356,0.0003,-1.791389828922998,1.0,0.0,0.0,0.0,367279,0.0,0.0,548,139850,29.7,4784637,0.003167808219178082,1.1510386787337483,0.0,0.0,50.56063415999999,0.30667571310582703,0.32577564776895085,0.35900770054189085,91.85127242832536
11685,3.1617966543558547,0.0004278990158322636,-50.33989334106445,0.0,0.3259150842634286,-0.0013578101238322833,0.0,0.36274798494676075,0.0,8051,0.338767409324646,0.0,4418880,0.0003,-1.7915459114207044,1.0,0.0,0.0,0.0,367406,0.0,0.0,548,139900,30.84,4787120,0.0031664527171587505,1.1510727461511707,0.0,0.0,44.98330537999999,0.30671602499700024,0.3258168245174191,0.3590531265629276,91.85071690162061
11690,3.162175515943902,0.000427715996578272,-47.718162536621094,0.0,0.3258812381093246,-0.0013573899021050403,0.0,0.3627075835088773,0.0,8055,0.30899327993392944,0.0,4420476,0.0003,-1.7915025776900586,1.0,0.0,0.0,0.0,367539,0.0,0.0,548,139950,31.13,4788602,0.003165098374679213,1.1510806798811561,0.0,0.0,43.08137984999999,0.30668176671398106,0.32578289850069986,0.35901416549519594,91.85582768961883
,,,-49.28857421875,,,,,,,8058,0.32844460010528564,,4422000,0.0003,,1.0,,,,367666,,,548,140000,31.04,,,,,,46.425996649999995,,,,
11695,3.162236604659367,0.00042753313381787086,-53.12614822387695,0.0,0.32587490501459615,-0.001356833692894262,0.0,0.36270278430343234,0.0,8061,0.27665191888809204,0.0,4423524,0.0003,-1.7915635308245765,1.0,0.0,0.0,0.0,367793,0.0,0.0,548,140050,30.56,4790565,0.0031637451902522444,1.1510859116684116,0.0,0.0,47.46763885999999,0.30667637681578624,0.3257765847750665,0.35901093374220444,91.85423132140639
11700,3.162340533458474,0.00042735042735042735,-53.80500793457031,0.0,0.3258666005752917,-0.0013562963344735265,0.0,0.3626940953286062,0.0,8064,0.37780457735061646,0.0,4425036,0.0003,-1.7915423394323546,1.0,0.0,0.0,0.0,367919,0.0,0.0,548,140100,30.29,4792463,0.0031623931623931626,1.1510943932732915,0.0,0.0,47.725085000000014,0.3066688846436286,0.32576829258612633,0.35900379686172235,91.85344068437615
11705,3.1624272300087584,0.00042716787697565144,-52.372398376464844,0.0,0.3258715139357441,-0.0013557520492192224,0.0,0.362691897694058,0.0,8067,0.2933281660079956,0.0,4426368,0.0003,-1.7917503417433158,1.0,0.0,0.0,0.0,368030,0.0,0.0,548,140150,28.74,4794387,0.0031610422896198205,1.1511172044800082,0.0,0.0,52.26421268000001,0.30667369335589506,0.32577326578547816,0.35900317336690524,91.85482482526794
11710,3.1624967136379283,0.0004269854824935952,-47.200157165527344,0.0,0.32588350917001907,-0.0013552008543186187,0.0,0.36269770339038776,0.0,8069,0.38866323232650757,0.0,4427688,0.0003,-1.7917499393096015,1.0,0.0,0.0,0.0,368140,0.0,0.0,548,140200,26.31,4796337,0.003159692570452605,1.151159152938466,0.0,0.0,58.22044064999999,0.30668573722349535,0.3257853462992004,0.35901058066255637,91.85539664887592
,,,-49.79961395263672,,,,,,,8072,0.34499138593673706,,4429272,0.0003,,1.0,,,,368272,,,548,140250,28.27,,,,,,53.64945654,,,,
11715,3.162274844026408,0.0004268032437046522,-52.79303741455078,0.0,0.3259218200472014,-0.001354525333687316,0.0,0.36274115297313403,0.0,8076,0.40984243154525757,0.0,4430928,0.0003,-1.7919459019245492,1.0,0.0,0.0,0.0,368410,0.0,0.0,548,140300,32.48,4798729,0.003158344003414426,1.151214517149588,0.0,0.0,40.84023205000001,0.30672427413462083,0.32582383706768714,0.35905576591703353,91.85483279951369
11720,3.1622158798585422,0.0004266211604095563,-52.88058853149414,0.0,0.3259450054943638,-0.0013539201403744401,0.0,0.3627581769248769,0.0,8078,0.3580569624900818,0.0,4432284,0.0003,-1.7920689704482307,1.0,0.0,0.0,0.0,368523,0.0,0.0,548,140350,30.44,4800874,0.0031569965870307166,1.1512453114031054,0.0,0.0,46.215229409999985,0.30674760614391133,0.32584714785340735,0.3590744290142853,91.85616328039153
11725,3.1629103214890018,0.00042643923240938164,-56.214378356933594,0.0,0.32588250237074234,-0.0013536379018612521,0.0,0.36268420386387146,0.0,8081,0.39084553718566895,0.0,4433628,0.0003,-1.7918697722761043,1.0,0.0,0.0,0.0,368635,0.0,0.0,548,140400,27.34,4801875,0.003155650319829424,1.151261554482835,0.0,0.0,56.28629932,0.30668501126186015,0.3257844619134727,0.3590017665645091,91.8574018317401
11730,3.1629709411516376,0.00042625745950554135,-49.62344741821289,0.0,0.3258870228982109,-0.001353084762641871,0.0,0.362683250944223,0.0,8084,0.3190646469593048,0.0,4435212,0.0003,-1.791927211030112,1.0,0.0,0.0,0.0,368767,0.0,0.0,548,140450,29.36,4803838,0.003154305200341006,1.1512788302234886,0.0,0.0,49.890110060000005,0.3066889372376694,0.32578904062578384,0.3590023855274643,91.85847008517497
11735,3.163408029045026,0.00042607584149978694,-52.107872009277344,0.0,0.3258493976154046,-0.001352693076646295,0.0,0.3626357928761552,0.0,8087,0.29471349716186523,0.0,4436784,0.0003,-1.791818684537189,1.0,0.0,0.0,0.0,368898,0.0,0.0,548,140500,30.99,4805229,0.0031529612270984235,1.1512854929122591,0.0,0.0,44.25056488999999,0.30665056021775405,0.32575132209483626,0.3589563309562087,91.86065559313062
11745,3.1644268988454156,0.0004257130693912303,-49.186893463134766,0.0,0.3257608394262612,-0.0013519725279182327,0.0,0.36252982686742463,0.0,8089,0.40781107544898987,0.0,4438176,0.0003,-1.791531093309636,1.0,0.0,0.0,0.0,369014,0.0,0.0,548,140550,29.58,4807790,0.003150276713495104,1.1513162515805957,0.0,0.0,48.14439844999999,0.3065621981365082,0.32566252988973643,0.35885312868727415,91.86369448659512
,,,-53.88846969604492,,,,,,,8092,0.3757365942001343,,4439628,0.0003,,1.0,,,,369135,,,548,140600,28.76,,,,,,52.262227060000015,,,,
11750,3.164555251329151,0.000425531914893617,-48.578147888183594,0.0,0.3257485203860288,-0.0013514499706735357,0.0,0.3625158815834401,0.0,8095,0.36823248863220215,0.0,4440972,0.0003,-1.7914652743868063,1.0,0.0,0.0,0.0,369247,0.0,0.0,548,140650,28.02,4809649,0.003148936170212766,1.1513169029329933,0.0,0.0,56.32713921999999,0.3065508383374904,0.32565020864144056,0.358840703542423,91.86294225956107
11760,3.1654785091617343,0.00042517006802721087,-55.09933853149414,0.0,0.3256819615910324,-0.0013506906081079257,0.0,0.3624382753878147,0.0,8098,0.32523131370544434,0.0,4442460,0.0003,-1.7913944384541542,1.0,0.0,0.0,0.0,369371,0.0,0.0,548,140700,28.6,4812353,0.0031462585034013604,1.1514027449537105,0.0,0.0,54.28066653,0.3064844206235215,0.3255834951825131,0.35876595554104523,91.86444853199677
,,,-49.62794494628906,,,,,,,8101,0.35767656564712524,,4444152,0.0003,,1.0,,,,369512,,,548,140750,31.4,,,,,,44.62262930000001,,,,
11765,3.165349908465954,0.00042498937526561835,-52.975830078125,0.0,0.3256991896634273,-0.0013500596726375306,0.0,0.3624590925284844,0.0,8104,0.3300919532775879,0.0,4445508,0.0003,-1.7913725157059084,1.0,0.0,0.0,0.0,369625,0.0,0.0,548,140800,30.45,4814602,0.0031449213769655757,1.1514203438796977,0.0,0.0,48.16965635999999,0.3065022625550086,0.32560082697503795,0.3587884135517262,91.863195572109
11770,3.1653410271704367,0.0004248088360237893,-52.42176055908203,0.0,0.3257039153228372,-0.0013494803151306433,0.0,0.3624664303875823,0.0,8107,0.3632269501686096,0.0,4447068,0.0003,-1.7913464026090675,1.0,0.0,0.0,0.0,369755,0.0,0.0,548,140850,29.33,4816669,0.0031435853865760407,1.1514386708335465,0.0,0.0,52.172648179999996,0.30650712122685764,0.3256056114928327,0.3587973426100879,91.8620210398034
11775,3.165434630119247,0.0004246284501061571,-49.19366455078125,0.0,0.3257059973411879,-0.0013489451249123186,0.0,0.3624694768823335,0.0,8110,0.3683397173881531,0.0,4448424,0.0003,-1.791364812962562,1.0,0.0,0.0,0.0,369868,0.0,0.0,548,140900,28.81,4818580,0.0031422505307855627,1.1514806472555896,0.0,0.0,52.26216061,0.30650927934826516,0.32560774285610117,0.35880196358635846,91.86122239167128
,,,-51.53215026855469,,,,,,,8114,0.3246195316314697,,4449936,0.0003,,1.0,,,,369994,,,548,140950,29.42,,,,,,50.20357691000001,,,,
11780,3.1652550028449005,0.00042444821731748726,-52.24224853515625,0.0,0.3257344432589432,-0.0013482940035972485,0.0,0.3625008439638735,0.0,8117,0.3301486670970917,0.0,4451460,0.0003,-1.7914725911747804,1.0,0.0,0.0,0.0,370121,0.0,0.0,548,141000,30.18,4820907,0.0031409168081494056,1.151513195420402,0.0,0.0,48.42716737000001,0.30653763400980577,0.32563633240999307,0.3588350051425879,91.86080350414952
11785,3.1651693903349534,0.00042426813746287653,-55.510128021240234,0.0,0.3257532783870506,-0.001347683466888765,0.0,0.3625240471936639,0.0,8120,0.3623349368572235,0.0,4452816,0.0003,-1.7916763208180337,1.0,0.0,0.0,0.0,370234,0.0,0.0,548,141050,28.49,4823091,0.0031395842172252863,1.1515540065509016,0.0,0.0,53.12338664,0.3065561650401815,0.32565527667798166,0.35885985222231076,91.86001931375938
11790,3.1650326929449513,0.00042408821034775233,-49.32047653198242,0.0,0.3257687350831439,-0.0013470517079268605,0.0,0.36254285957818755,0.0,8123,0.376926451921463,0.0,4454304,0.0003,-1.7917177757368474,1.0,0.0,0.0,0.0,370358,0.0,0.0,548,141100,28.75,4825353,0.003138252756573367,1.151562281303789,0.0,0.0,53.013217989999994,0.30657235541106886,0.3256708303429021,0.3588802913598994,91.859147759833
,,,-45.924049377441406,,,,,,,8126,0.4268476963043213,,4455708,0.0003,,1.0,,,,370475,,,548,141150,28.93,,,,,,51.36990728000001,,,,
11795,3.164938737040528,0.000423908435777872,-50.66267395019531,0.0,0.3258029867486334,-0.0013464386697185943,0.0,0.36257426081774513,0.0,8129,0.2676646411418915,0.0,4457412,0.0003,-1.7918465992591703,1.0,0.0,0.0,0.0,370617,0.0,0.0,548,141200,30.01,4827550,0.0031369224247562526,1.151626089490398,0.0,0.0,49.17735751,0.30660642954098105,0.32570524605958295,0.35891336295537907,91.85951290122398
11800,3.164930055530283,0.000423728813559322,-52.440616607666016,0.0,0.32580382134165553,-0.0013458624151770212,0.0,0.36257745752646664,0.0,8132,0.29800379276275635,0.0,4458948,0.0003,-1.7918207695780806,1.0,0.0,0.0,0.0,370745,0.0,0.0,548,141250,32.07,4829617,0.003135593220338983,1.1516313402410192,0.0,0.0,43.09692169,0.30660917587756126,0.3257061251972855,0.3589181278518092,91.85796022901671
11805,3.1651683488546682,0.00042354934349851756,-52.3598518371582,0.0,0.3257816235618867,-0.001345391630049591,0.0,0.36255173988860884,0.0,8135,0.3303338289260864,0.0,4460268,0.0003,-1.7918311250435608,1.0,0.0,0.0,0.0,370855,0.0,0.0,548,141300,29.56,4831307,0.0031342651418890303,1.1516346148892738,0.0,0.0,49.617224099999994,0.3065868843203078,0.3256838896868333,0.3588938738293203,91.85823613000602
11810,3.1656874771343104,0.0004233700254022015,-54.1440544128418,0.0,0.32574640586246734,-0.0013450405664234832,0.0,0.3625046083159006,0.0,8137,0.3208085298538208,0.0,4461804,0.0003,-1.7917585295675287,1.0,0.0,0.0,0.0,370983,0.0,0.0,548,141350,29.25,4832568,0.0031329381879762913,1.1516720202719497,0.0,0.0,51.94608714,0.3065507470348411,0.3256485878206906,0.358848128201908,91.8610435157093
11815,3.165414625490017,0.00042319085907744394,-52.487518310546875,0.0,0.3257817052563292,-0.0013443534466533666,0.0,0.3625432806550933,0.0,8140,0.3318990468978882,0.0,4463232,0.0003,-1.7918848204712032,1.0,0.0,0.0,0.0,371102,0.0,0.0,548,141400,28.97,4835038,0.003131612357173085,1.151693868686085,0.0,0.0,52.95684579000001,0.306586936690287,0.32568405468798756,0.35888849141333506,91.8604549483174
11820,3.165992860522128,0.00042301184433164127,-51.42119216918945,0.0,0.32572964323044784,-0.0013440282138402649,0.0,0.36248211282168,0.0,8142,0.3387572467327118,0.0,4464612,0.0003,-1.7916882332489719,1.0,0.0,0.0,0.0,371217,0.0,0.0,548,141450,27.59,4836208,0.0031302876480541453,1.1517081659605821,0.0,0.0,55.925051550000006,0.3065356230505888,0.3256318484651079,0.35882865698943156,91.86087373400511
,,,-53.95935821533203,,,,,,,8144,0.4278569221496582,,4465992,0.0003,,1.0,,,,371332,,,548,141500,27.26,,,,,,56.97912955000001,,,,
11825,3.165898679420181,0.00042283298097251583,-54.2276611328125,0.0,0.3257397009892267,-0.0013434179238819405,0.0,0.3624949176774011,0.0,8146,0.3007541298866272,0.0,4467444,0.0003,-1.7917132459570242,1.0,0.0,0.0,0.0,371453,0.0,0.0,548,141550,28.56,4838405,0.0031289640591966174,1.151712852129833,0.0,0.0,52.48433610000001,0.3065459150165131,0.32564198357258367,0.35884305779551345,91.859777953395
11830,3.1658300904254317,0.00042265426880811494,-49.642127990722656,0.0,0.32575180777021867,-0.0013428190067973499,0.0,0.3625106612727288,0.0,8149,0.37049561738967896,0.0,4468848,0.0003,-1.7918320798062022,1.0,0.0,0.0,0.0,371570,0.0,0.0,548,141600,29.17,4840563,0.0031276415891800507,1.1517361844221174,0.0,0.0,49.97240092000001,0.3065572140626012,0.3256541749372103,0.3588604064578935,91.8592430944712
11835,3.1663395525293394,0.0004224757076468103,-49.24602508544922,0.0,0.3257129495339425,-0.0013424656798648944,0.0,0.3624646622672516,0.0,8152,0.3341006636619568,0.0,4470348,0.0003,-1.7917050950943045,1.0,0.0,0.0,0.0,371695,0.0,0.0,548,141650,29.0,4841837,0.0031263202365863964,1.1517736267681,0.0,0.0,50.768357419999994,0.30651807625637406,0.3256152197042616,0.35881579126619095,91.85940566928508
11840,3.166474767238071,0.0004222972972972973,-53.853118896484375,0.0,0.32569824643716266,-0.0013419540461256446,0.0,0.36244771157663996,0.0,8155,0.3585079610347748,0.0,4471812,0.0003,-1.7915802136633725,1.0,0.0,0.0,0.0,371817,0.0,0.0,548,141700,29.73,4843683,0.003125,1.1517672145426843,0.0,0.0,49.17981268,0.3065037069755916,0.32560050568351867,0.3588003266262658,91.85896812137734
11845,3.166652357751497,0.00042211903756859433,-51.52507781982422,0.0,0.3256991074461004,-0.001341460797149664,0.0,0.36244243095443435,0.0,8157,0.2978042960166931,0.0,4473276,0.0003,-1.7915791714047584,1.0,0.0,0.0,0.0,371939,0.0,0.0,548,141750,29.61,4845464,0.0031236808780075983,1.1518132986945069,0.0,0.0,50.373523590000005,0.3065048841504348,0.32560141116133245,0.35879657232267576,91.85965943067518
11850,3.1667533804985064,0.0004219409282700422,-47.55573272705078,0.0,0.3257116694412025,-0.0013409355439102752,0.0,0.36245475190274,0.0,8160,0.3059486746788025,0.0,4474980,0.0003,-1.7916339158598091,1.0,0.0,0.0,0.0,372081,0.0,0.0,548,141800,30.53,4847362,0.0031223628691983123,1.1518874706682418,0.0,0.0,46.79162521,0.30651662450620976,0.325614059207012,0.35881048090419515,91.85906876523254
11855,3.16716847684747,0.00042176296921130323,-54.2009391784668,0.0,0.32567606992840464,-0.0013405436708911667,0.0,0.36241268218006384,0.0,8163,0.3569273352622986,0.0,4476432,0.0003,-1.791535547152338,1.0,0.0,0.0,0.0,372202,0.0,0.0,548,141850,30.89,4848779,0.003121045972163644,1.1519030155784822,0.0,0.0,44.557415819999996,0.3064808113707799,0.3255783744382786,0.3587698040898945,91.85974518161903
,,,-49.18821334838867,,,,,,,8165,0.3275564908981323,,4477884,0.0003,,1.0,,,,372323,,,548,141900,29.73,,,,,,47.649435140000016,,,,
11860,3.1665224252914523,0.00042158516020236085,-51.57429504394531,0.0,0.32575429641935366,-0.0013397031753644663,0.0,0.3625008791252706,0.0,8168,0.3317514657974243,0.0,4479384,0.0003,-1.7919557285236851,1.0,0.0,0.0,0.0,372448,0.0,0.0,548,141950,30.11,4851821,0.0031197301854974705,1.1519465897398704,0.0,0.0,46.787484189999994,0.306560320547334,0.32565692027176185,0.35885985571966295,91.8587463017445
11865,3.166453748563807,0.00042140750105351877,-48.076995849609375,0.0,0.3257634035859915,-0.0013391075651542786,0.0,0.36251147953169066,0.0,8170,0.39698123931884766,0.0,4480752,0.0003,-1.7921172033773336,1.0,0.0,0.0,0.0,372562,0.0,0.0,548,142000,28.91,4853979,0.003118415507796039,1.1519535656609439,0.0,0.0,51.29399598,0.3065695706257987,0.32566610097149085,0.35887203358815667,91.85804016645139
,,,-54.09300231933594,,,,,,,8174,0.34255272150039673,,4482240,0.0003,,1.0,,,,372686,,,548,142050,28.33,,,,,,53.68166380999999,,,,
11870,3.1663088462835756,0.00042122999157540015,-45.91947555541992,0.0,0.32580060984314796,-0.0013384802360008352,0.0,0.3625476278360233,0.0,8176,0.4314363896846771,0.0,4483644,0.0003,-1.7923515784991753,1.0,0.0,0.0,0.0,372803,0.0,0.0,548,142100,28.97,4856254,0.0031171019376579614,1.1520139897658257,0.0,0.0,51.78421499,0.3066071973406976,0.325703480476523,0.3589098487388285,91.85844255020082
11875,3.1660793646971315,0.0004210526315789474,-50.81334686279297,0.0,0.3258292076308476,-0.0013378176982578938,0.0,0.3625823303779771,0.0,8179,0.375275194644928,0.0,4485168,0.0003,-1.7925246945291566,1.0,0.0,0.0,0.0,372930,0.0,0.0,548,142150,28.07,4858659,0.0031157894736842107,1.1520390350473644,0.0,0.0,54.686556440000004,0.3066358984825961,0.32573222081082254,0.3589462115868964,91.85748410172899
11880,3.1663412416080456,0.00042087542087542086,-50.8113899230957,0.0,0.3258068323884824,-0.0013373632546072164,0.0,0.36255636080296433,0.0,8181,0.2368864119052887,0.0,4486596,0.0003,-1.792470076921076,1.0,0.0,0.0,0.0,373049,0.0,0.0,548,142200,29.09,4860310,0.0031144781144781144,1.1520500826173943,0.0,0.0,52.332323699999996,0.30661374076013265,0.3257098071476025,0.3589216856570775,91.8578016271208
,,,-53.34166717529297,,,,,,,8184,0.356781542301178,,4487880,0.0003,,1.0,,,,373156,,,548,142250,28.43,,,,,,54.19724417,,,,
11885,3.165925731868038,0.00042069835927639884,-53.2524299621582,0.0,0.32586655971297557,-0.0013366232085907446,0.0,0.3626223799138508,0.0,8187,0.4918864369392395,0.0,4489572,0.0003,-1.7929247994894113,1.0,0.0,0.0,0.0,373297,0.0,0.0,548,142300,29.55,4863001,0.0031131678586453515,1.152106935970242,0.0,0.0,49.977337909999996,0.30667357848381277,0.3257697872521204,0.3589894734227294,91.8571870666189
11890,3.165798263193053,0.00042052144659377626,-52.58101272583008,0.0,0.3259033277552478,-0.0013360053440213762,0.0,0.36266056055047674,0.0,8190,0.3122379779815674,0.0,4491012,0.0003,-1.7931186884304975,1.0,0.0,0.0,0.0,373417,0.0,0.0,548,142350,31.72,4865250,0.0031118587047939445,1.1521801316168847,0.0,0.0,42.39942403,0.3067095465673322,0.3258067264726573,0.35902932253666736,91.85647921489071
,,,-52.16242218017578,,,,,,,8194,0.3341938853263855,,4492668,0.0003,,1.0,,,,373555,,,548,142400,30.41,,,,,,46.84253355,,,,
11895,3.1657892839114443,0.0004203446826397646,-51.566410064697266,0.0,0.3259211881480056,-0.0013354379835954799,0.0,0.3626789580857856,0.0,8197,0.332118958234787,0.0,4494180,0.0003,-1.7933275561486843,1.0,0.0,0.0,0.0,373681,0.0,0.0,548,142450,31.53,4867317,0.003110550651534258,1.1522335959067116,0.0,0.0,44.85080226,0.3067273488584496,0.32582469090176946,0.3590493170420726,91.85658944815475
11900,3.16558593239026,0.0004201680672268908,-50.70515441894531,0.0,0.3259494028725669,-0.0013347891433590235,0.0,0.3627159260003913,0.0,8200,0.3494282364845276,0.0,4495596,0.0003,-1.7934354175018319,1.0,0.0,0.0,0.0,373799,0.0,0.0,548,142500,30.1,4869683,0.0031092436974789915,1.15227530749881,0.0,0.0,48.30679793,0.30675525288235744,0.3258530462490887,0.3590879463546908,91.85472614620008
,,,-51.72159194946289,,,,,,,8203,0.3839383125305176,,4496832,0.0003,,1.0,,,,373902,,,548,142550,26.34,,,,,,58.64840592999999,,,,
11905,3.165441902413773,0.00041999160016799666,-57.20874786376953,0.0,0.32598222950328704,-0.0013341658528254964,0.0,0.3627476832444417,0.0,8206,0.33429741859436035,0.0,4498308,0.0003,-1.79359637073035,1.0,0.0,0.0,0.0,374025,0.0,0.0,548,142600,26.96,4871958,0.0031079378412431752,1.152322048097887,0.0,0.0,57.211126400000005,0.30678816227060124,0.32588602971211156,0.35912134514830524,91.85512557477668
11910,3.1652642387550176,0.00041981528127623844,-50.9757194519043,0.0,0.3260192483923172,-0.0013335289175745776,0.0,0.36278361501698914,0.0,8210,0.29431235790252686,0.0,4499808,0.0003,-1.793741538039898,1.0,0.0,0.0,0.0,374150,0.0,0.0,548,142650,28.91,4874285,0.0031066330814441645,1.152369796275723,0.0,0.0,51.53914815000001,0.30682534077786594,0.3259232201373985,0.35915893186060055,91.85529159707953
11915,3.165956039795105,0.000419639110365086,-50.05827331542969,0.0,0.32595921287823515,-0.001333258670847766,0.0,0.3627134941657719,0.0,8213,0.35904937982559204,0.0,4501176,0.0003,-1.7936626472022528,1.0,0.0,0.0,0.0,374264,0.0,0.0,548,142700,29.33,4875273,0.0031053294167016367,1.1523971619717863,0.0,0.0,49.73760740000001,0.3067661731587759,0.32586301269117485,0.359090089400694,91.85547649611686
11920,3.1661579880316135,0.00041946308724832214,-52.66571044921875,0.0,0.325943444795194,-0.0013327824499206995,0.0,0.3626894937861279,0.0,8216,0.3346327543258667,0.0,4502688,0.0003,-1.793556214868257,1.0,0.0,0.0,0.0,374390,0.0,0.0,547,142750,29.84,4877015,0.003104026845637584,1.1523927026892709,0.0,0.0,49.77586745999999,0.306751240520067,0.3258472293481108,0.3590675294157191,91.8568509973798
11925,3.1660476492435907,0.0004192872117400419,-52.86653137207031,0.0,0.3259597001794874,-0.0013321752290009219,0.0,0.3627055634111759,0.0,8219,0.33458051085472107,0.0,4504200,0.0003,-1.7936692806229373,1.0,0.0,0.0,0.0,374516,0.0,0.0,547,142800,29.31,4879238,0.0031027253668763103,1.1524018910383484,0.0,0.0,52.69155264,0.306767730260938,0.32586358267091936,0.3590851798491576,91.85666472793267
11930,3.1663337328539085,0.00041911148365465214,-51.1180419921875,0.0,0.32594379260168044,-0.0013317352510320948,0.0,0.36268413348746076,0.0,8222,0.3197820782661438,0.0,4505688,0.0003,-1.7936031310901497,1.0,0.0,0.0,0.0,374640,0.0,0.0,547,142850,29.04,4880850,0.003101424979044426,1.1524362206434524,0.0,0.0,51.91013937,0.30675152638614694,0.32584765931832055,0.35906519691913474,91.85753338955826
,,,-55.38855743408203,,,,,,,8226,0.23726646602153778,,4507272,0.0003,,1.0,,,,374772,,,547,142900,30.92,,,,,,46.601814139999995,,,,
11935,3.1662065421978953,0.00041893590280687055,-50.617401123046875,0.0,0.32596481018420737,-0.0013311218961565186,0.0,0.36270861788325953,0.0,8228,0.31103014945983887,0.0,4508628,0.0003,-1.7936918813412104,1.0,0.0,0.0,0.0,374885,0.0,0.0,547,142950,29.95,4883099,0.003100125680770842,1.152466018422741,0.0,0.0,50.50344131999999,0.30677290220708475,0.32586879154012127,0.3590912892378684,91.85679553051783
11940,3.165936250209546,0.0004187604690117253,-45.83372497558594,0.0,0.32601896407772196,-0.0013304489200746115,0.0,0.36275876182624894,0.0,8232,0.39452552795410156,0.0,4510200,0.0003,-1.7941287907657604,1.0,0.0,0.0,0.0,375016,0.0,0.0,547,143000,29.85,4885569,0.003098827470686767,1.152525243726178,0.0,0.0,49.35307173000001,0.30682702745680535,0.32592317694790285,0.3591431303307009,91.85778543082604
,,,-49.00172805786133,,,,,,,8235,0.4364997148513794,,4511604,0.0003,,1.0,,,,375133,,,547,143050,28.9,,,,,,51.358524450000004,,,,
11945,3.16519482315275,0.0004185851820845542,-54.95607376098633,0.0,0.32610189594506167,-0.001329578603357452,0.0,0.3628611069735437,0.0,8238,0.3556915521621704,0.0,4513116,0.0003,-1.7946176291318927,1.0,0.0,0.0,0.0,375259,0.0,0.0,547,143100,28.3,4888767,0.0030975303474257013,1.152578717926906,0.0,0.0,53.426910850000006,0.30691041673452774,0.32600644167872883,0.3592473553951312,91.85538937652233
,,,-53.0673828125,,,,,,,8241,0.335239976644516,,4514364,0.0003,,1.0,,,,375363,,,547,143150,28.47,,,,,,53.32635287,,,,
11950,3.1651524897533903,0.00041841004184100416,-51.18843460083008,0.0,0.3261096564873617,-0.0013290025570009197,0.0,0.3628705030368633,0.0,8245,0.4223438501358032,0.0,4516068,0.0003,-1.794689767443004,1.0,0.0,0.0,0.0,375505,0.0,0.0,547,143200,28.89,4890886,0.003096234309623431,1.152591445843906,0.0,0.0,52.37859855,0.30691864001664293,0.32601426967266706,0.3592583019616882,91.85425657764064
11960,3.165984395878217,0.0004180602006688963,-52.898780822753906,0.0,0.32603625612781945,-0.0013282364473394097,0.0,0.3627833131116621,0.0,8248,0.2862934172153473,0.0,4517580,0.0003,-1.7945351547192594,1.0,0.0,0.0,0.0,375631,0.0,0.0,547,143250,31.6,4893707,0.003093645484949833,1.1526139701133973,0.0,0.0,44.49031935,0.3068451714704895,0.3259406906802205,0.3591738356506751,91.85566385546585
11965,3.1660846820770874,0.0004178854993731718,-49.06888198852539,0.0,0.32603015347044934,-0.00132772149713876,0.0,0.3627781196286722,0.0,8252,0.3917315602302551,0.0,4519056,0.0003,-1.7946303971618065,1.0,0.0,0.0,0.0,375754,0.0,0.0,547,143300,30.73,4895605,0.003092352695361471,1.1526322820982138,0.0,0.0,46.556274730000005,0.30683953081611265,0.3259346066017004,0.3591701375347085,91.85473965385714
,,,-50.38044738769531,,,,,,,8254,0.36296093463897705,,4520520,0.0003,,1.0,,,,375876,,,547,143350,28.73,,,,,,52.39820183999999,,,,
11970,3.1661260610822377,0.0004177109440267335,-49.71921157836914,0.0,0.32602540725000273,-0.0013271822858325945,0.0,0.36277396007363644,0.0,8257,0.4546297490596771,0.0,4521960,0.0003,-1.7946328182119993,1.0,0.0,0.0,0.0,375996,0.0,0.0,547,143400,29.47,4897594,0.003091060985797828,1.1526324342871912,0.0,0.0,51.29505701,0.30683554169570815,0.3259298837207143,0.35916747573362634,91.85337691836261
11975,3.1658482101403713,0.0004175365344467641,-53.406986236572266,0.0,0.32608153819882296,-0.0013265097670914151,0.0,0.36282734879025086,0.0,8260,0.3771485984325409,0.0,4523568,0.0003,-1.7948998476765659,1.0,0.0,0.0,0.0,376130,0.0,0.0,547,143450,31.02,4900077,0.003089770354906054,1.1526992033043737,0.0,0.0,46.84348319,0.3068911828403823,0.32598625225584954,0.3592225634989123,91.85412968972516
